# uptime_s cap_pct v_uV cur_uA temp_dC bl_power status
76411.39 52 3664431 -189514 244 4 Discharging
76421.46 52 3665988 -185852 244 4 Discharging
76431.53 52 3658981 -173034 244 4 Discharging
76441.59 52 3694600 -57678 243 4 Discharging
76451.68 52 3674357 -163574 244 4 Discharging
76461.76 52 3663847 -207214 244 4 Discharging
76471.84 52 3688371 -57983 244 4 Discharging
76481.93 52 3695378 -57983 244 4 Discharging
76492.01 52 3696546 -58288 244 4 Discharging
76502.08 52 3693432 -58136 244 4 Discharging
76512.16 52 3669102 -140991 244 4 Discharging
76522.25 52 3665988 -165863 244 4 Discharging
76532.32 52 3674747 -126190 244 4 Discharging
76542.40 52 3665209 -173797 244 4 Discharging
76552.48 52 3668324 -178680 244 4 Discharging
76562.55 52 3674747 -181884 244 4 Discharging
76572.63 52 3693626 -58136 244 4 Discharging
76582.74 52 3690901 -68359 244 4 Discharging
76592.81 52 3666572 -138855 244 4 Discharging
76602.89 52 3678055 -125732 244 4 Discharging
76612.97 52 3695378 -58441 244 4 Discharging
76623.04 52 3655477 -221710 244 4 Discharging
76633.12 52 3676304 -134124 244 4 Discharging
76643.19 52 3691680 -58136 244 4 Discharging
76653.27 52 3687398 -104217 244 4 Discharging
76663.36 52 3654894 -203857 244 4 Discharging
76673.43 52 3671048 -197143 244 4 Discharging
76683.53 52 3675330 -226898 244 4 Discharging
76693.60 52 3685646 -88653 244 4 Discharging
76703.67 52 3677471 -144806 244 4 Discharging
76713.75 52 3690901 -113678 244 4 Discharging
76723.84 52 3663263 -174102 245 4 Discharging
76733.92 52 3640880 -259857 245 4 Discharging
76744.00 52 3664625 -146179 245 4 Discharging
76754.09 52 3665599 -223999 245 4 Discharging
76764.16 52 3692069 -57830 245 4 Discharging
76774.23 52 3657035 -194244 245 4 Discharging
76784.31 52 3673189 -181427 244 4 Discharging
76794.39 52 3693626 -57067 244 4 Discharging
76804.46 52 3691680 -61492 245 4 Discharging
76814.54 52 3687787 -57983 244 4 Discharging
76824.65 52 3657229 -168914 245 4 Discharging
76834.73 52 3648081 -251312 245 4 Discharging
76844.79 52 3687398 -58441 244 4 Discharging
76854.88 52 3681364 -71106 244 4 Discharging
76864.95 52 3665209 -121460 245 4 Discharging
76875.03 52 3656061 -156555 244 4 Discharging
76885.11 52 3668907 -188446 244 4 Discharging
76895.18 52 3665988 -146637 245 4 Discharging
76905.26 52 3681753 -135040 244 4 Discharging
76915.36 52 3682921 -106659 245 4 Discharging
76925.44 52 3694210 -57220 245 4 Discharging
76935.51 52 3680391 -109405 245 4 Discharging
76945.59 52 3673773 -118103 245 4 Discharging
76955.69 52 3687009 -61340 245 4 Discharging
76965.76 52 3687593 -56915 245 4 Discharging
76975.85 52 3657035 -145568 245 4 Discharging
76985.94 52 3642437 -279388 245 4 Discharging
76996.02 52 3657813 -228424 245 4 Discharging
77006.11 52 3690512 -58441 245 4 Discharging
77016.18 52 3674163 -117187 245 4 Discharging
77026.28 52 3678639 -156707 245 4 Discharging
77036.35 52 3672022 -150756 245 4 Discharging
77046.43 52 3660733 -140991 245 4 Discharging
77056.50 52 3680975 -72631 245 4 Discharging
77066.59 52 3691485 -57373 245 4 Discharging
77076.66 52 3665209 -196380 245 4 Discharging
77086.74 52 3667156 -95520 245 4 Discharging
77096.83 52 3681753 -120544 245 4 Discharging
77106.91 52 3687593 -57830 245 4 Discharging
77116.98 52 3651001 -219574 245 4 Discharging
77127.07 51 3690707 -57525 245 4 Discharging
77137.15 51 3690707 -58898 245 4 Discharging
77147.23 51 3688955 -68969 245 4 Discharging
77157.31 51 3690123 -58898 245 4 Discharging
77167.39 51 3663068 -166626 245 4 Discharging
77177.46 51 3648665 -164337 245 4 Discharging
77187.54 51 3644967 -170288 245 4 Discharging
77197.62 51 3656256 -171814 245 4 Discharging
77207.69 51 3672022 -154113 245 4 Discharging
77217.78 51 3691291 -57678 245 4 Discharging
77227.85 51 3691096 -58593 245 4 Discharging
77237.93 51 3689150 -57678 245 4 Discharging
77248.00 51 3687787 -57525 245 4 Discharging
77258.09 51 3645162 -205383 245 4 Discharging
77268.18 51 3688177 -62561 245 4 Discharging
77278.25 51 3688955 -57373 245 4 Discharging
77288.35 51 3672022 -113678 245 4 Discharging
77298.42 51 3665599 -187225 245 4 Discharging
77308.50 51 3666572 -207672 245 4 Discharging
77318.59 51 3690901 -59814 245 4 Discharging
77328.67 51 3689539 -58593 245 4 Discharging
77338.75 51 3654504 -130767 245 4 Discharging
77348.83 51 3635625 -257263 245 4 Discharging
77358.92 51 3654504 -186309 245 4 Discharging
77368.99 51 3688955 -58136 245 4 Discharging
77379.07 51 3688760 -57525 245 4 Discharging
77389.16 51 3687593 -58288 245 4 Discharging
77399.25 51 3681170 -57983 245 4 Discharging
77409.32 51 3650222 -216980 245 4 Discharging
77419.40 51 3647303 -227813 245 4 Discharging
77429.49 51 3670075 -125427 246 4 Discharging
77439.56 51 3689344 -57525 245 4 Discharging
77449.64 51 3634262 -253296 245 4 Discharging
77459.72 51 3642631 -229492 245 4 Discharging
77469.81 51 3663263 -141906 246 4 Discharging
77479.88 51 3659954 -145416 245 4 Discharging
77489.95 51 3659370 -139312 246 4 Discharging
77500.04 51 3645356 -196991 245 4 Discharging
77510.11 51 3666961 -146179 245 4 Discharging
77520.20 51 3689734 -58136 245 4 Discharging
77530.30 51 3671048 -116729 246 4 Discharging
77540.38 51 3655088 -171661 246 4 Discharging
77550.47 51 3688371 -57830 246 4 Discharging
77560.55 51 3668907 -140075 245 4 Discharging
77570.65 51 3676498 -106506 245 4 Discharging
77580.73 51 3657035 -155334 246 4 Discharging
77590.81 51 3661901 -146179 246 4 Discharging
77600.89 51 3677471 -82702 246 4 Discharging
77610.97 51 3663263 -186462 245 4 Discharging
77621.06 51 3681753 -118713 245 4 Discharging
77631.13 51 3688760 -58136 246 4 Discharging
77641.23 51 3668713 -116272 245 4 Discharging
77651.32 51 3676109 -75073 245 4 Discharging
77661.40 51 3684868 -58136 246 4 Discharging
77671.50 51 3646330 -172424 246 4 Discharging
77681.57 51 3686619 -61187 246 4 Discharging
77691.65 51 3668129 -140686 246 4 Discharging
77701.75 51 3667545 -112762 246 4 Discharging
77711.84 51 3666766 -162811 246 4 Discharging
77721.93 51 3670465 -133056 246 4 Discharging
77732.03 51 3668129 -102844 246 4 Discharging
77742.11 51 3661122 -139160 246 4 Discharging
77752.18 51 3681753 -68054 246 4 Discharging
77762.28 51 3680002 -109863 246 4 Discharging
77772.35 51 3651585 -200042 246 4 Discharging
77782.43 51 3672411 -156860 246 4 Discharging
77792.51 51 3684478 -57525 246 4 Discharging
77802.59 51 3680002 -58136 246 4 Discharging
77812.67 51 3657035 -148315 246 4 Discharging
77822.74 51 3667545 -106964 246 4 Discharging
77832.82 51 3687982 -57830 246 4 Discharging
77842.90 51 3667934 -109100 246 4 Discharging
77852.98 51 3685452 -57983 246 4 Discharging
77863.07 51 3685646 -58136 246 4 Discharging
77873.14 51 3659565 -120849 246 4 Discharging
77883.23 51 3657035 -142517 246 4 Discharging
77893.30 51 3681559 -58136 246 4 Discharging
77903.38 51 3662679 -213165 246 4 Discharging
77913.46 51 3682337 -85907 246 4 Discharging
77923.54 51 3669102 -166320 246 4 Discharging
77933.63 51 3686425 -82397 246 4 Discharging
77943.72 51 3659954 -110015 246 4 Discharging
77953.79 51 3657229 -139160 246 4 Discharging
77963.89 51 3649833 -171814 246 4 Discharging
77973.97 51 3684089 -57678 246 4 Discharging
77984.05 51 3684478 -58898 246 4 Discharging
77994.12 51 3658786 -158386 246 4 Discharging
78004.21 51 3667740 -133209 246 4 Discharging
78014.28 51 3632316 -233459 247 4 Discharging
78024.36 51 3657035 -136718 247 4 Discharging
78034.44 51 3680002 -57678 247 4 Discharging
78044.52 51 3683894 -58593 246 4 Discharging
78054.60 50 3664625 -153045 246 4 Discharging
78064.68 50 3681364 -58136 246 4 Discharging
78074.76 50 3672995 -99334 246 4 Discharging
78084.83 50 3650222 -146637 246 4 Discharging
78094.91 50 3656451 -176086 246 4 Discharging
78105.01 50 3629396 -252685 247 4 Discharging
78115.09 50 3667545 -104827 247 4 Discharging
78125.16 50 3685257 -57067 246 4 Discharging
78135.24 50 3673773 -115966 247 4 Discharging
78145.32 50 3684478 -57373 246 4 Discharging
78155.40 50 3667350 -125274 247 4 Discharging
78165.48 50 3682143 -57220 246 4 Discharging
78175.58 50 3656061 -144043 247 4 Discharging
78185.65 50 3636792 -228424 247 4 Discharging
78195.71 50 3669686 -97503 247 4 Discharging
78205.80 50 3664042 -124206 247 4 Discharging
78215.88 50 3682337 -57373 247 4 Discharging
78225.96 50 3682143 -58746 247 4 Discharging
78236.03 50 3680196 -57983 247 4 Discharging
78246.12 50 3680196 -57983 247 4 Discharging
78256.20 50 3638349 -233917 247 4 Discharging
78266.27 50 3682143 -58898 247 4 Discharging
78276.36 50 3676888 -59509 247 4 Discharging
78286.46 50 3664431 -119781 247 4 Discharging
78296.54 50 3663263 -171051 247 4 Discharging
78306.61 50 3671632 -150451 247 4 Discharging
78316.69 50 3676304 -62408 247 4 Discharging
78326.76 50 3648860 -159607 247 4 Discharging
78336.86 50 3681948 -58898 247 4 Discharging
78346.95 50 3679029 -66528 247 4 Discharging
78357.02 50 3636014 -280761 247 4 Discharging
78367.10 50 3680196 -57830 247 4 Discharging
78377.20 50 3680586 -58746 247 4 Discharging
78387.27 50 3659370 -170135 247 4 Discharging
78397.32 50 3653336 -230255 247 4 Discharging
78407.42 50 3642437 -207214 247 4 Discharging
78417.49 50 3683700 -58441 247 4 Discharging
78427.57 50 3631537 -232391 247 4 Discharging
78437.66 50 3679223 -57983 247 4 Discharging
78447.75 50 3681753 -58746 247 4 Discharging
78457.83 50 3680002 -57830 247 4 Discharging
78467.91 50 3668907 -106964 247 4 Discharging
78477.98 50 3652558 -146331 247 4 Discharging
78488.06 50 3652363 -205993 248 4 Discharging
78498.14 50 3680391 -84381 247 4 Discharging
78508.23 50 3681170 -57373 247 4 Discharging
78518.30 50 3680586 -58593 247 4 Discharging
78528.37 50 3655672 -159912 247 4 Discharging
78538.46 50 3678834 -189666 247 4 Discharging
78548.53 50 3655867 -143280 247 4 Discharging
78558.61 50 3648276 -180206 247 4 Discharging
78568.70 50 3669686 -78887 247 4 Discharging
78578.78 50 3657619 -163269 247 4 Discharging
78588.85 50 3664042 -126648 247 4 Discharging
78599.01 50 3661511 -119018 247 4 Discharging
78609.08 50 3680780 -57525 248 4 Discharging
78619.17 50 3656451 -168304 247 4 Discharging
78629.24 50 3652169 -144043 247 4 Discharging
78639.32 50 3680391 -58441 247 4 Discharging
78649.40 50 3679807 -58593 248 4 Discharging
78659.47 50 3679612 -78887 247 4 Discharging
78669.56 50 3642242 -245208 247 4 Discharging
78679.65 50 3666572 -110626 247 4 Discharging
78689.72 50 3678639 -57525 248 4 Discharging
78699.79 50 3635041 -189819 247 4 Discharging
78709.88 50 3636403 -325622 248 4 Discharging
78719.96 50 3665793 -128784 247 4 Discharging
78730.04 50 3673968 -68359 247 4 Discharging
78740.13 50 3675525 -57983 247 4 Discharging
78750.20 50 3678250 -58441 248 4 Discharging
78760.28 50 3632316 -218048 247 4 Discharging
78770.37 50 3613825 -281982 248 4 Discharging
78780.44 50 3622973 -269775 248 4 Discharging
78790.52 50 3680002 -57678 247 4 Discharging
78800.60 50 3672216 -76294 247 4 Discharging
78810.69 50 3662874 -109710 247 4 Discharging
78820.77 50 3651585 -144195 247 4 Discharging
78830.84 50 3677666 -57678 248 4 Discharging
78840.94 50 3657619 -109710 247 4 Discharging
78851.02 50 3620054 -248413 248 4 Discharging
78861.11 50 3649833 -172729 248 4 Discharging
78871.18 50 3646330 -181274 247 4 Discharging
78881.27 50 3677471 -81481 247 4 Discharging
78891.34 50 3666377 -116424 248 4 Discharging
78901.43 50 3658786 -139923 247 4 Discharging
78911.52 50 3674941 -59356 247 4 Discharging
78921.60 50 3648665 -145721 248 4 Discharging
78931.67 50 3648471 -206451 248 4 Discharging
78941.75 50 3660733 -112457 247 4 Discharging
78951.83 50 3654699 -114288 248 4 Discharging
78961.91 50 3674552 -58441 248 4 Discharging
78971.99 50 3643605 -230407 247 4 Discharging
78982.08 50 3668907 -117034 247 4 Discharging
78992.16 50 3657424 -94299 248 4 Discharging
79002.26 50 3639323 -191040 248 4 Discharging
79012.34 50 3657813 -119476 248 4 Discharging
79022.41 50 3676304 -58441 247 4 Discharging
79032.48 50 3675720 -57678 247 4 Discharging
79042.58 49 3673189 -57983 247 4 Discharging
79052.65 49 3628034 -242920 248 4 Discharging
79062.73 49 3669686 -58288 247 4 Discharging
79072.83 49 3633484 -184478 247 4 Discharging
79082.91 49 3655867 -115356 247 4 Discharging
79092.98 49 3671048 -59204 248 4 Discharging
79103.07 49 3673968 -62866 248 4 Discharging
79113.16 49 3631148 -226288 248 4 Discharging
79123.24 49 3672606 -59661 247 4 Discharging
79133.31 49 3652363 -210113 247 4 Discharging
79143.41 49 3646135 -113372 248 4 Discharging
79153.49 49 3632510 -192566 248 4 Discharging
79163.55 49 3640685 -318756 248 4 Discharging
79173.62 49 3668713 -66528 247 4 Discharging
79183.73 49 3645940 -121612 248 4 Discharging
79193.80 49 3672800 -58136 247 4 Discharging
79203.87 49 3674747 -58746 247 4 Discharging
79213.96 49 3667740 -60424 248 4 Discharging
79224.03 49 3645356 -138855 248 4 Discharging
79234.10 49 3630175 -189209 248 4 Discharging
79244.17 49 3668129 -63018 248 4 Discharging
79254.27 49 3632121 -193786 248 4 Discharging
79264.35 49 3666766 -70190 248 4 Discharging
79274.43 49 3645746 -176849 248 4 Discharging
79284.52 49 3617718 -234527 248 4 Discharging
79294.59 49 3634651 -203094 248 4 Discharging
79304.67 49 3645356 -142364 248 4 Discharging
79314.74 49 3670659 -58288 247 4 Discharging
79324.85 49 3672411 -68512 248 4 Discharging
79334.92 49 3672216 -57525 248 4 Discharging
79345.00 49 3646135 -188446 248 4 Discharging
79355.08 49 3647692 -206756 248 4 Discharging
79365.16 49 3652753 -144348 248 4 Discharging
79375.24 49 3643215 -155639 248 4 Discharging
79385.33 49 3644772 -150451 248 4 Discharging
79395.41 49 3667350 -59661 248 4 Discharging
79405.49 49 3671243 -65918 248 4 Discharging
79415.57 49 3660149 -146026 248 4 Discharging
79425.68 49 3633873 -214843 248 4 Discharging
79435.75 49 3656451 -71868 248 4 Discharging
79445.84 49 3631926 -262603 248 4 Discharging
79455.94 49 3640101 -278015 248 4 Discharging
79466.02 49 3671827 -56915 248 4 Discharging
79476.10 49 3672800 -58136 248 4 Discharging
79486.20 49 3671438 -58288 248 4 Discharging
79496.28 49 3648081 -158081 248 4 Discharging
79506.36 49 3662484 -58441 248 4 Discharging
79516.44 49 3622195 -176849 248 4 Discharging
79526.53 49 3651585 -117950 248 4 Discharging
79536.61 49 3643994 -174713 248 4 Discharging
79546.70 49 3651001 -166320 248 4 Discharging
79556.79 49 3669686 -68054 248 4 Discharging
79566.88 49 3670465 -59814 248 4 Discharging
79576.95 49 3615188 -240326 248 4 Discharging
79587.05 49 3615772 -231628 248 4 Discharging
79597.12 49 3663652 -89874 248 4 Discharging
79607.20 49 3670854 -58441 248 4 Discharging
79617.26 49 3668713 -58593 248 4 Discharging
79627.34 49 3626087 -254669 248 4 Discharging
79637.43 49 3656256 -126495 248 4 Discharging
79647.51 49 3624141 -213012 248 4 Discharging
79657.59 49 3616745 -233764 249 4 Discharging
79667.67 49 3666377 -58898 248 4 Discharging
79677.75 49 3656451 -159454 248 4 Discharging
79687.82 49 3670270 -58441 248 4 Discharging
79697.90 49 3660927 -58441 248 4 Discharging
79707.98 49 3668518 -59356 248 4 Discharging
79718.07 49 3667934 -58136 248 4 Discharging
79728.15 49 3624141 -235901 248 4 Discharging
79738.22 49 3634457 -239715 249 4 Discharging
79748.32 49 3639907 -203857 248 4 Discharging
79758.40 49 3660149 -112304 248 4 Discharging
79768.50 49 3648471 -118560 248 4 Discharging
79778.60 49 3662290 -140991 248 4 Discharging
79788.69 49 3665015 -57830 248 4 Discharging
79798.77 49 3617134 -181884 248 4 Discharging
79808.85 49 3613631 -302124 249 4 Discharging
79818.91 49 3668324 -58593 248 4 Discharging
79828.99 49 3657619 -67291 248 4 Discharging
79839.07 49 3618886 -261383 248 4 Discharging
79849.15 49 3649054 -175781 249 4 Discharging
79859.24 49 3651001 -147247 248 4 Discharging
79869.32 49 3646330 -144500 248 4 Discharging
79879.40 49 3629785 -225067 249 4 Discharging
79889.47 49 3666572 -72784 248 4 Discharging
79899.56 49 3667934 -58746 248 4 Discharging
79909.65 49 3665793 -57830 248 4 Discharging
79919.73 49 3665988 -58288 248 4 Discharging
79929.80 49 3657035 -59509 248 4 Discharging
79939.88 49 3643605 -212249 248 4 Discharging
79949.97 49 3630369 -177765 249 4 Discharging
79960.05 49 3667934 -58441 248 4 Discharging
79970.13 48 3664042 -76599 248 4 Discharging
79980.23 48 3667350 -58136 249 4 Discharging
79990.29 48 3651974 -123138 248 4 Discharging
80000.36 48 3665209 -58136 248 4 Discharging
80010.44 48 3641658 -111847 248 4 Discharging
80020.50 48 3618886 -232849 249 4 Discharging
80030.58 48 3636792 -214233 248 4 Discharging
80040.66 48 3647497 -173797 248 4 Discharging
80050.75 48 3660927 -110626 248 4 Discharging
80060.83 48 3667350 -58746 248 4 Discharging
80070.90 48 3639128 -103912 248 4 Discharging
80080.98 48 3625503 -171508 249 4 Discharging
80091.06 48 3628812 -169372 248 4 Discharging
80101.13 48 3627839 -171966 249 4 Discharging
80111.21 48 3633678 -177154 249 4 Discharging
80121.31 48 3664431 -58898 248 4 Discharging
80131.38 48 3629980 -239715 248 4 Discharging
80141.47 48 3638349 -146179 248 4 Discharging
80151.57 48 3664625 -58593 249 4 Discharging
80161.65 48 3655867 -58441 248 4 Discharging
80171.72 48 3617718 -312195 249 4 Discharging
80181.82 48 3646135 -118560 249 4 Discharging
80191.90 48 3619664 -184478 249 4 Discharging
80201.98 48 3663847 -58136 249 4 Discharging
80212.05 48 3651974 -87127 248 4 Discharging
80222.14 48 3662290 -58593 249 4 Discharging
80232.22 48 3625503 -204620 248 4 Discharging
80242.30 48 3614993 -238189 249 4 Discharging
80252.39 48 3658008 -75531 248 4 Discharging
80262.47 48 3664431 -58288 249 4 Discharging
80272.54 48 3649638 -62866 248 4 Discharging
80282.64 48 3646524 -109405 248 4 Discharging
80292.72 48 3660927 -58441 248 4 Discharging
80302.79 48 3661901 -58136 248 4 Discharging
80312.86 48 3640296 -108490 248 4 Discharging
80322.97 48 3603704 -348358 249 4 Discharging
80333.03 48 3658397 -112762 248 4 Discharging
80343.11 48 3662874 -61035 249 4 Discharging
80353.18 48 3645162 -126342 248 4 Discharging
80363.26 48 3663652 -58288 248 4 Discharging
80373.33 48 3659954 -58288 249 4 Discharging
80383.41 48 3624530 -182037 249 4 Discharging
80393.49 48 3616161 -285034 249 4 Discharging
80403.56 48 3622195 -195770 248 4 Discharging
80413.63 48 3657424 -58593 248 4 Discharging
80423.71 48 3598643 -217285 249 4 Discharging
80433.79 48 3619080 -192871 248 4 Discharging
80443.88 48 3602342 -244140 249 4 Discharging
80453.97 48 3625114 -176391 249 4 Discharging
80464.04 48 3626866 -196533 249 4 Discharging
80474.10 48 3663068 -59356 249 4 Discharging
80484.17 48 3661511 -58898 248 4 Discharging
80494.26 48 3644967 -125885 248 4 Discharging
80504.34 48 3661122 -58136 249 4 Discharging
80514.41 48 3651001 -108184 248 4 Discharging
80524.50 48 3604677 -249176 248 4 Discharging
80534.57 48 3617718 -202179 249 4 Discharging
80544.65 48 3650417 -132141 248 4 Discharging
80554.75 48 3663847 -58288 248 4 Discharging
80564.82 48 3657813 -68969 248 4 Discharging
80574.90 48 3661706 -57983 248 4 Discharging
80584.99 48 3661706 -58898 248 4 Discharging
80595.07 48 3622778 -174102 249 4 Discharging
80605.15 48 3620637 -175933 249 4 Discharging
80615.23 48 3612463 -235748 249 4 Discharging
80625.32 48 3631537 -204010 249 4 Discharging
80635.38 48 3648471 -163726 249 4 Discharging
80645.46 48 3637571 -135192 248 4 Discharging
80655.55 48 3661706 -57983 248 4 Discharging
80665.62 48 3655088 -58746 249 4 Discharging
80675.70 48 3607791 -260315 249 4 Discharging
80685.78 48 3661511 -58136 248 4 Discharging
80695.89 48 3640685 -113067 248 4 Discharging
80705.97 48 3659954 -58136 248 4 Discharging
80716.05 48 3630175 -193023 248 4 Discharging
80726.14 48 3641074 -123138 249 4 Discharging
80736.22 48 3652753 -58746 248 4 Discharging
80746.31 48 3623557 -172577 249 4 Discharging
80756.38 48 3660927 -58441 249 4 Discharging
80766.45 48 3648860 -72479 248 4 Discharging
80776.54 48 3638933 -123443 248 4 Discharging
80786.62 48 3660149 -58441 248 4 Discharging
80796.71 48 3658786 -58288 248 4 Discharging
80806.79 48 3618107 -222320 248 4 Discharging
80816.88 48 3614020 -173034 248 4 Discharging
80826.99 48 3594361 -347900 249 4 Discharging
80837.06 48 3640101 -112457 249 4 Discharging
80847.15 48 3660149 -58136 249 4 Discharging
80857.25 48 3647887 -142517 248 4 Discharging
80867.32 48 3658786 -69732 249 4 Discharging
80877.39 48 3604872 -177765 248 4 Discharging
80887.48 48 3604093 -269165 249 4 Discharging
80897.56 48 3620443 -163574 249 4 Discharging
80907.64 48 3620054 -199585 248 4 Discharging
80917.73 47 3646135 -184021 249 4 Discharging
80927.81 47 3658981 -57678 248 4 Discharging
80937.88 47 3640880 -111084 249 4 Discharging
80947.96 47 3656061 -60730 249 4 Discharging
80958.01 47 3629785 -121154 248 4 Discharging
80968.10 47 3612657 -245514 249 4 Discharging
80978.16 47 3654310 -58898 248 4 Discharging
80988.27 47 3652169 -57830 249 4 Discharging
80998.35 47 3620248 -194549 248 4 Discharging
81008.43 47 3611879 -228882 249 4 Discharging
81018.51 47 3647887 -88958 248 4 Discharging
81028.58 47 3649833 -57983 248 4 Discharging
81038.66 47 3611295 -232544 249 4 Discharging
81048.76 47 3652753 -83465 248 4 Discharging
81058.82 47 3611295 -191040 249 4 Discharging
81068.92 47 3654504 -61798 249 4 Discharging
81078.99 47 3654699 -58441 248 4 Discharging
81089.09 47 3601952 -345001 249 4 Discharging
81099.17 47 3625114 -237426 248 4 Discharging
81109.24 47 3603704 -222168 249 4 Discharging
81119.32 47 3651195 -59204 249 4 Discharging
81129.41 47 3657229 -58746 249 4 Discharging
81139.49 47 3635819 -120849 248 4 Discharging
81149.58 47 3649444 -59204 249 4 Discharging
81159.65 47 3655867 -58136 249 4 Discharging
81169.73 47 3655283 -57983 248 4 Discharging
81179.81 47 3636792 -59051 248 4 Discharging
81189.90 47 3620054 -176391 249 4 Discharging
81199.97 47 3616745 -203399 248 4 Discharging
81210.05 47 3656451 -59051 248 4 Discharging
81220.14 47 3641074 -154113 248 4 Discharging
81230.23 47 3646913 -117950 248 4 Discharging
81240.31 47 3655477 -58136 248 4 Discharging
81250.41 47 3631732 -110473 248 4 Discharging
81260.48 47 3643799 -88195 248 4 Discharging
81270.56 47 3602731 -273285 249 4 Discharging
81280.65 47 3636987 -77362 248 4 Discharging
81290.74 47 3633094 -165710 248 4 Discharging
81300.82 47 3643215 -64392 249 4 Discharging
81310.90 47 3647692 -108032 248 4 Discharging
81320.99 47 3653726 -59051 248 4 Discharging
81331.07 47 3617523 -172119 248 4 Discharging
81341.14 47 3626671 -168304 249 4 Discharging
81351.22 47 3634846 -204620 248 4 Discharging
81361.31 47 3643799 -118866 248 4 Discharging
81371.38 47 3651779 -68359 248 4 Discharging
81381.47 47 3612852 -201110 248 4 Discharging
81391.56 47 3623168 -223846 248 4 Discharging
81401.64 47 3597281 -198974 249 4 Discharging
81411.71 47 3654894 -58441 249 4 Discharging
81421.80 47 3636208 -122680 248 4 Discharging
81431.93 47 3639323 -158233 248 4 Discharging
81442.14 47 3645162 -210113 248 4 Discharging
81452.50 47 3633094 -117187 248 4 Discharging
81462.58 47 3650222 -68359 248 4 Discharging
81472.65 47 3616745 -178833 249 4 Discharging
81482.75 47 3608765 -199279 249 4 Discharging
81492.83 47 3643994 -127716 248 4 Discharging
81502.91 47 3649249 -63324 248 4 Discharging
81513.02 47 3653336 -57983 249 4 Discharging
81523.10 47 3634651 -107116 248 4 Discharging
81533.19 47 3651195 -58288 248 4 Discharging
81543.27 47 3643215 -57983 248 4 Discharging
81553.36 47 3619859 -222015 249 4 Discharging
81563.44 47 3627060 -174102 249 4 Discharging
81573.52 47 3629591 -192260 249 4 Discharging
81583.62 47 3654504 -64697 248 4 Discharging
81593.69 47 3632900 -119171 249 4 Discharging
81603.78 47 3642242 -73242 248 4 Discharging
81613.89 47 3645162 -58288 248 4 Discharging
81623.97 47 3610127 -191650 249 4 Discharging
81634.05 47 3652558 -57525 248 4 Discharging
81644.14 47 3646330 -68512 248 4 Discharging
81654.23 47 3634262 -150451 248 4 Discharging
81664.31 47 3638544 -66833 248 4 Discharging
81674.38 47 3629591 -215454 248 4 Discharging
81684.47 47 3644967 -67901 248 4 Discharging
81694.55 47 3558743 -222168 249 4 Discharging
81704.63 47 3637376 -149688 248 4 Discharging
81714.72 47 3604677 -250244 249 4 Discharging
81724.79 47 3651390 -59661 248 4 Discharging
81734.87 47 3649638 -58593 248 4 Discharging
81744.97 47 3648471 -57678 248 4 Discharging
81755.05 47 3647692 -75836 248 4 Discharging
81765.12 47 3593194 -228271 249 4 Discharging
81775.20 47 3623752 -216064 249 4 Discharging
81785.28 47 3652363 -57678 248 4 Discharging
81795.35 47 3641269 -110626 248 4 Discharging
81805.43 47 3639517 -131988 248 4 Discharging
81815.51 47 3647497 -69274 248 4 Discharging
81825.60 47 3640296 -69580 248 4 Discharging
81835.69 47 3619859 -166168 248 4 Discharging
81845.77 46 3602342 -208435 249 4 Discharging
81855.87 46 3647887 -58441 248 4 Discharging
81865.94 46 3616745 -197906 249 4 Discharging
81876.01 46 3632510 -181884 248 4 Discharging
81886.10 46 3629007 -171966 248 4 Discharging
81896.18 46 3648471 -62255 248 4 Discharging
81906.25 46 3609932 -212097 249 4 Discharging
81916.34 46 3605067 -191345 249 4 Discharging
81926.42 46 3649833 -58136 248 4 Discharging
81936.50 46 3615382 -223846 248 4 Discharging
81946.60 46 3644967 -73242 248 4 Discharging
81956.68 46 3637376 -85144 249 4 Discharging
81966.75 46 3622000 -154113 248 4 Discharging
81976.87 46 3646524 -58593 248 4 Discharging
81986.95 46 3609932 -176391 248 4 Discharging
81997.03 46 3650612 -58136 249 4 Discharging
82007.10 46 3630953 -119476 248 4 Discharging
82017.19 46 3631343 -116577 248 4 Discharging
82027.27 46 3649249 -58441 249 4 Discharging
82037.34 46 3620637 -181884 249 4 Discharging
82047.42 46 3644383 -58136 249 4 Discharging
82057.50 46 3606040 -171051 249 4 Discharging
82067.57 46 3582878 -356750 249 4 Discharging
82077.65 46 3646719 -57525 248 4 Discharging
82087.73 46 3639323 -113372 248 4 Discharging
82097.80 46 3644189 -58898 248 4 Discharging
82107.89 46 3627839 -128326 248 4 Discharging
82117.97 46 3627060 -142517 248 4 Discharging
82128.05 46 3634846 -58746 248 4 Discharging
82138.14 46 3610711 -173187 249 4 Discharging
82148.21 46 3607402 -277862 248 4 Discharging
82158.30 46 3648471 -58441 248 4 Discharging
82168.38 46 3647692 -62408 248 4 Discharging
82178.47 46 3640685 -58593 248 4 Discharging
82188.55 46 3644578 -58746 249 4 Discharging
82198.63 46 3628423 -162811 248 4 Discharging
82208.72 46 3606040 -180359 248 4 Discharging
82218.80 46 3603509 -322571 249 4 Discharging
82228.88 46 3638739 -114898 248 4 Discharging
82238.97 46 3625309 -165863 248 4 Discharging
82249.04 46 3622584 -132904 249 4 Discharging
82259.12 46 3644189 -64239 248 4 Discharging
82269.20 46 3640101 -60577 248 4 Discharging
